domain,kingdom,phylum,class,order,family,genus,species,n_zotu,pident_mean,pident_median,pident_min,pident_max,qcov_mean,qcov_median,qcov_min,qcov_max,evalue_mean,evalue_median,evalue_min,evalue_max,nec_01,nec_02,pcr_ntc1,pcr_ntc2,pcr_ntc3,pcr_ntc4,rme_01,rme_02,rme_03,rme_04,rme_05,rme_06,rme_07,rme_08,rme_09,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,rme_37,rme_38,rme_39,rme_40,rme_41,rme_42,rme_43,rme_44,rme_45,rmep_16,rmep_17,rmep_18,rmep_19,rmep_20,rmep_21,rmep_22,rmep_23,rmep_25,rmep_26,rmep_27,rmep_28,rmep_29,rmep_30,rmep_31,rmep_32,rmep_33,rmep_34,rmep_36,rmep_37,rmep_38,rmep_39,rmep_40,rmep_41,rmep_42,rmep_43,rmep_44,rmep_45
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus bohar,7,98.12630952380952,98.12,96.992,99.505,97.60714285714286,100,76,100,8.577380952380953e-99,1.45e-126,2.7899999999999996e-129,2.99e-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Heteroceridae,Tropicus,Tropicus pusillus,3,96.75866666666667,96,95.855,98.421,97.33333333333333,97,95,100,7.701319999999999e-85,3.6599999999999996e-88,2.9999999999999996e-89,2.3099999999999998e-84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigricauda,30,97.26351523178808,97.276,95.489,99.611,97.38543046357616,97,76,100,2.619867549668874e-90,1.11e-121,2.2899999999999997e-130,1.7699999999999998e-87,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,4,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Bivalvia,Cardiida,Cardiidae,Fragum,Fragum mundum,18,93.01013580246914,90.062,89.441,98.75,93.49382716049382,93,93,98,2.7000444444444444e-53,4.019999999999999e-55,1.14e-74,2.08e-52,0,0,0,0,0,0,0,3,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,LCA_dropped,LCA_dropped,2,92.12325,92.123,91.781,92.466,100,100,100,100,9.651e-117,2.7200000000000003e-117,6.399999999999999e-119,3.31e-116,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Melichthys,Melichthys vidua,20,98.17607142857143,98.024,96.482,99.605,95.0952380952381,96,76,97,6.809523809523809e-90,1.34e-120,4.99e-126,1.43e-88,0,0,0,0,0,0,0,0,4,3,4,9,0,0,0,0,3,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Muricidae,Sistrum,LCA_dropped,6,95.562,95.2645,94.949,96.923,98.16666666666667,98,96,100,4.5740533333333333e-85,9.826500000000001e-86,3.72e-88,2.35e-84,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Chlorurus,LCA_dropped,35,97.56448148148148,97.398,95.539,100,97.51851851851852,100,76,100,5.094197173897707e-96,6.18e-125,1.9e-131,1.91e-93,0,0,0,0,0,0,0,0,6,3,6,0,0,0,3,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pomacanthidae,Pomacanthus,Pomacanthus imperator,10,98.3304,98.28200000000001,97.368,99.234,98.7,99,97,100,3.5802479e-125,9.325e-127,2.7899999999999996e-129,2.15e-124,0,0,0,0,0,0,0,0,4,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,Cirripectes quagga,4,98.225,98.148,98.113,98.491,99,99,98,100,1.0838699999999998e-127,5.366999999999999e-129,8.14e-130,4.22e-127,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Gorilla,LCA_dropped,20,90.12441611082606,90.083,88.75,91.632,97.91174961518728,98,50,100,5.393530000757462e-41,1.5899999999999997e-87,5.92e-93,1.3999999999999998e-37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
Eukaryota,Metazoa,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Echinothrix,Echinothrix calamaris,1,97.61276923076923,97.628,96.414,98.024,95.98717948717949,96,95,96,7.464787538461538e-115,1.99e-118,1.6299999999999997e-119,5.33e-113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,LCA_dropped,Cerithiidae,Cerithium,Cerithium echinatum,1,95.192,95.192,95.192,95.192,100,100,100,100,9e-90,9e-90,9e-90,9e-90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,LCA_dropped,Pomacentridae,Chrysiptera,Chrysiptera brownriggii,2,98.6712,98.601,97.902,99.301,100,100,100,100,4.3810743599999997e-138,4.209999999999999e-140,8.119999999999999e-143,2.18e-137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres marginatus,6,98.42516666666667,98.22800000000001,97.638,99.213,97,97,97,97,9.078424666666666e-121,1.9650999999999997e-121,1.7399999999999999e-125,4.67e-120,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Balistidae,LCA_dropped,LCA_dropped,1,99.219,99.219,99.219,99.219,97,97,97,97,1.4399999999999998e-126,1.4399999999999998e-126,1.4399999999999998e-126,1.4399999999999998e-126,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,LCA_dropped,23,97.45282676518883,97.368,95.489,99.611,99.02052545155993,100,96,100,4.8907647702112996e-120,7.5e-124,2.2899999999999997e-130,2.4500000000000002e-117,0,0,0,0,0,0,0,0,4,0,0,0,3,1,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stylocoeniella,Stylocoeniella guentheri,1,89.01525,89.083,88.095,90.254,95.58333333333333,95,91,100,2.0034142166666663e-83,1.91e-86,1.29e-88,1.1999999999999999e-82,0,0,0,0,0,0,1,0,8,9,1,0,2,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Dendropoma,Dendropoma platypus,9,90.45155555555556,90.27,90.217,90.811,95.77777777777777,95,95,100,5.813511503333334e-63,9.480000000000001e-64,3.5299999999999997e-69,4.03e-62,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Dipolydora armata,14,92.24214285714285,92.1905,90.533,94.118,99.42857142857143,100,95,100,3.4052290977142854e-61,3.47e-62,3.6799999999999997e-68,1.48e-60,0,0,0,0,0,0,0,0,4,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,5,89.57014640883978,89.451,88.435,91.561,96.66298342541437,98,50,100,3.0969856593040637e-40,8.230000000000001e-85,7.21e-92,1.3999999999999998e-37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Rhabdoblennius,Rhabdoblennius snowi,7,99.04414285714286,98.864,98.456,99.531,96.42857142857143,98,90,100,1.4037142857142855e-103,1.4399999999999998e-126,2.77e-129,9.599999999999999e-103,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Spariformes,Lethrinidae,Monotaxis,Monotaxis grandoculis,2,99.0295,98.846,98.846,99.58,94,96,88,96,1.7850000031649998e-118,4.22e-127,4.22e-127,7.139999999999999e-118,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Labroides,Labroides bicolor,1,97.338,97.338,97.338,97.338,100,100,100,100,2.5800000000000003e-123,2.5800000000000003e-123,2.5800000000000003e-123,2.5800000000000003e-123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Scarus,LCA_dropped,27,97.2910825,97.287,94.634,100,96.95625,96,57,100,9.474999999999998e-70,3.22e-122,2.3099999999999997e-130,7.579999999999999e-67,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,1,0,7,0,0,0,0,0,4,0,0,0,1,0,2,1,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,LCA_dropped,Cerithiidae,Cerithium,Cerithium atromarginatum,6,96.578,96.55250000000001,95.652,97.475,98.66666666666667,100,96,100,2.0626193333333333e-90,3.9765000000000003e-91,1.16e-94,8.95e-90,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,LCA_dropped,20,96.10391842105263,96.135,93.269,97.97,97.8,99,95,100,1.0182345236026315e-85,3.1299999999999997e-89,4.95e-93,2.93e-83,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella esculenta,1,90.785,90.785,90.785,90.785,100,100,100,100,3.0999999999999995e-110,3.0999999999999995e-110,3.0999999999999995e-110,3.0999999999999995e-110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,Diodora mus,8,91.016625,91.045,90.521,92.04,97.375,97,95,100,1.0510149999999999e-75,1.8015e-77,8.03e-78,4.16e-75,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Valenciennea,Valenciennea strigata,1,98.479,98.479,98.479,98.479,100,100,100,100,1.17e-127,1.17e-127,1.17e-127,1.17e-127,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Thecostraca,Balanomorpha,Pyrgomatidae,Trevathana,LCA_dropped,2,93.298,93.31649999999999,92.5,94.059,85.5,95,57,95,1.1174999999999999e-43,3.393e-79,1.0499999999999999e-82,4.4699999999999995e-43,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium nipponense,4,92.91825,91.297,90.785,98.294,100,100,100,100,6.537049999999999e-112,3.2409999999999997e-113,3.53e-141,2.5499999999999998e-111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,LCA_dropped,2,90.9984496124031,89.912,87.137,96.429,94.33333333333333,95,75,100,3.9689922480625364e-64,1.1999999999999999e-82,2.28e-104,5.12e-62,0,0,0,0,0,0,1,0,1,4,4,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Echinothrix,Echinothrix diadema,67,97.18978610443521,97.189,94.208,99.598,97.95368145073192,98,92,100,2.7258817261401417e-103,1.9499999999999998e-118,1.7099999999999997e-125,5.16e-100,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,1,0,3,0,0,6,0,5,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Ophiuroidea,Amphilepidida,Ophiocomidae,Ophiocomella,Ophiocomella ophiactoides,2,96.8925,96.8925,96.61,97.175,96,96,96,96,1.0605000000000001e-78,1.0605000000000001e-78,1.6100000000000002e-79,1.96e-78,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Canarium,Canarium microurceus,1,97.462,97.462,97.462,97.462,95,95,95,95,2.57e-90,2.57e-90,2.57e-90,2.57e-90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Domeciidae,Cherusius,Cherusius triunguiculatus,7,95.93571428571428,95.833,94.907,97.015,99,100,93,100,4.4583725857142854e-91,4.25e-94,8.2e-97,2.6799999999999997e-90,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Euprymna,Euprymna brenneri,1,96.482,96.482,96.482,96.482,99,99,99,99,1.2899999999999998e-87,1.2899999999999998e-87,1.2899999999999998e-87,1.2899999999999998e-87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Ophiuroidea,Amphilepidida,Ophiocomidae,Ophiomastix,Ophiomastix mixta,5,90.8602,90.86,90.164,91.62,98,98,96,100,2.94438e-65,4.9899999999999996e-67,4.099999999999999e-68,2.59e-64,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Praealticus,Praealticus labrovittatus,1,98.524,98.524,98.524,98.524,100,100,100,100,5.5099999999999994e-132,5.5099999999999994e-132,5.5099999999999994e-132,5.5099999999999994e-132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Hipponicidae,Sabia,Sabia conica,1,93.103,93.103,93.103,93.103,100,100,100,100,1.08e-68,1.08e-68,1.08e-68,1.08e-68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Nemertea,Enopla,Monostilifera,Poseidonemertidae,Diplomma,LCA_dropped,1,94.95116666666667,94.681,94.681,95.745,94,94,94,94,6.129408333333333e-77,9.14e-77,1.45e-80,9.14e-77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Bivalvia,Cardiida,Cardiidae,LCA_dropped,LCA_dropped,25,90.80344520547945,90.683,88.75,92.547,93,93,93,93,3.2380395986301365e-54,3.3e-56,1.4999999999999998e-60,5.9599999999999995e-53,0,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Crinoidea,Comatulida,Comatulidae,Comatella,Comatella nigra,1,93.035,93.213,92.531,93.361,97.33333333333333,100,92,100,1.8400005636446665e-87,1.69e-93,9.34e-97,5.5199999999999994e-87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,LCA_dropped,Plakobranchidae,Elysia,Elysia pusilla,3,91.97866666666667,92.667,90.506,92.763,97,96,95,100,9.986091666666667e-54,6.87e-55,8.549999999999999e-57,5.4e-53,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Macrophiothrix,Macrophiothrix demessa,1,94.276,94.118,94.086,94.624,100,100,100,100,4.4397666666666666e-76,2.95e-76,6.93e-78,1.03e-75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,Oscarella viridis,1,90.04249999999999,90.04249999999999,89.407,90.678,99,99,99,99,2.090095e-82,2.090095e-82,1.9e-86,4.18e-82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
