domain,kingdom,phylum,class,order,family,genus,species,n_zotu,pident_mean,pident_median,pident_min,pident_max,qcov_mean,qcov_median,qcov_min,qcov_max,evalue_mean,evalue_median,evalue_min,evalue_max,nec_01,nec_02,pcr_ntc1,pcr_ntc2,pcr_ntc3,pcr_ntc4,rme_01,rme_02,rme_03,rme_04,rme_05,rme_06,rme_07,rme_08,rme_09,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,rme_37,rme_38,rme_39,rme_40,rme_41,rme_42,rme_43,rme_44,rme_45,rmep_16,rmep_17,rmep_18,rmep_19,rmep_20,rmep_21,rmep_22,rmep_23,rmep_25,rmep_26,rmep_27,rmep_28,rmep_29,rmep_30,rmep_31,rmep_32,rmep_33,rmep_34,rmep_36,rmep_37,rmep_38,rmep_39,rmep_40,rmep_41,rmep_42,rmep_43,rmep_44,rmep_45
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria atra,2394,96.4012494578168,96.482,93.237,99.034,99.01153980026238,100,94,100,2.856125263095902e-86,2.1100000000000002e-91,4.34e-100,3.5499999999999996e-82,0,0,0,0,0,0,43,0,1003,0,0,0,192,0,166,0,0,99,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,324,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,LCA_dropped,1552,97.89359902439253,97.925,94.606,100,98.46244404224502,100,52,100,1.20573638684885e-59,4.83e-113,3.4799999999999994e-121,5.899999999999998e-55,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,2552,0,0,197,0,0,0,895,764,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Plesiastreidae,LCA_dropped,LCA_dropped,69,95.3096097763049,95.305,92.766,98.661,95.2953603976802,95,82,100,6.910253289199656e-81,2.13e-98,1.2599999999999998e-107,2.6e-78,0,0,0,0,0,0,3,2,0,19,37,3,16,2,7,0,0,8,12,0,0,3,0,11,8,0,0,1,0,0,4,7,0,0,5,1,0,7,2,5,0,1,0,3,0,0,16,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,439,90.62352623100091,90.598,88.435,92.887,97.29637879106255,98,50,100,2.1134103298644615e-41,1.2999999999999998e-88,1.1399999999999999e-95,1.3999999999999998e-37,0,0,0,0,0,0,4,0,30,0,0,0,0,0,17,10,0,0,24,0,0,32,0,20,43,0,0,0,6,0,0,0,185,0,0,0,0,0,0,0,0,0,0,111,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0
Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,LCA_dropped,LCA_dropped,329,90.1847465427797,90.083,88.953,92.562,98.40577622919086,100,50,100,2.6206989817683475e-41,3.74e-89,2.69e-97,1.3999999999999998e-37,0,0,0,0,0,0,2,0,14,0,0,0,0,0,12,3,0,0,21,0,0,25,0,9,23,0,0,0,3,0,0,0,91,0,0,0,0,0,0,0,0,0,0,62,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0
Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos primigenius,155,98.29943957760423,98.305,95.745,100,96.6479815201848,98,53,100,2.499976900231028e-59,1.6899999999999998e-112,7.66e-117,5.899999999999998e-55,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,197,0,0,15,0,0,0,63,43,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria whitmaei,763,97.09044823066841,96.903,95.133,99.074,98.73394495412845,100,94,100,5.764508720274312e-99,3.23e-102,1.2099999999999998e-107,8.77e-97,0,0,0,0,0,0,27,149,0,0,2073,0,0,86,0,6,51,0,120,0,0,0,0,0,0,0,0,0,0,0,0,237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,LCA_dropped,1948,97.38140616149755,97.51,93.651,100,95.4878082475651,96,83,100,2.4241408223023646e-97,2.14e-111,1.05e-121,4.84e-94,0,2,0,0,4,0,24,14,604,51,9,267,623,4,375,1,42,6,92,9,0,85,0,564,148,7,106,169,0,1,4,21,17,1,7913,548,17,97,103,29,0,548,72,182,249,31,81,0,41,526,2264,4,102,1,0,1,325,3,1,2,0,1,1,229,119,0,3,172,0,51,0,0,878,0,1,0,83,178,2
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,LCA_dropped,LCA_dropped,1768,96.57828394779024,97.034,89.167,99.153,96.30043508129151,96,74,100,1.4797527548719798e-80,1.09e-108,2.75e-116,3.2300000000000003e-77,0,0,0,0,0,0,0,0,178,25,0,84,136,0,26,0,38,6,313,0,0,250,0,234,0,73,76,1,0,0,0,0,0,0,454,174,1,0,0,185,0,209,0,149,0,0,38,0,0,0,172,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Diploastraeidae,Diploastrea,Diploastrea heliopora,1113,96.49437769380043,96.429,93.617,99.556,95.10407517107548,95,81,100,4.82784372700119e-82,3.38e-102,6.63e-111,2.6e-78,0,0,0,0,0,0,0,232,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,676,98.05427375778962,97.984,94.758,100,98.6840418953065,100,50,100,1.48960868279844e-60,7.87e-117,5.69e-125,1.7499999999999998e-55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,179,98.34339194459771,98.305,92.373,100,96.24242308936283,97,53,100,3.273340499614479e-59,2.05e-111,2.19e-117,5.899999999999998e-55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,217,0,0,18,0,0,0,77,66,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,Stichopus chloronotus,758,97.30961710383362,97.321,93.75,99.522,96.44195250659631,97,92,100,2.5564022159060245e-95,1.6599999999999997e-99,6.18e-105,2.3100000000000002e-91,0,0,0,0,0,0,0,0,52,0,32,0,144,0,0,0,0,18,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon burgessi,757,99.03374438573316,99.497,94.488,100,87.42932628797887,86.5,75,100,5.97096027128155e-88,1.1700000000168e-98,2.2699999999999996e-130,9.04e-85,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1713,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,45,0,0,18,0,0,0,0,0,0,0,291,93
Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,LCA_dropped,1368,97.92839095299497,97.967,94.715,100,98.53483796388993,100,50,100,1.3119660206905408e-57,9.55e-116,6.87e-124,3.13e-52,0,0,0,0,0,0,53,18,11,0,0,0,0,0,0,0,37,0,0,0,478,0,0,1,111,0,0,0,0,0,0,151,1,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Phasianellidae,Phasianella,Phasianella solida,284,96.13964436619719,96.262,94.144,97.664,96.69718309859155,96,92,100,2.466264193802817e-93,1.0499999999999999e-95,1.6599999999999997e-99,2.3100000000000002e-91,0,0,0,0,0,0,0,0,0,6,592,0,0,131,46,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,0,0,147,0,7,81,0,94,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,218,98.01772337581484,97.967,95.378,100,98.13740569838131,100,50,100,5.472669371456822e-58,9.55e-116,6.87e-124,7.359999999999999e-54,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,35,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,LCA_dropped,LCA_dropped,168,95.63935575259515,95.536,93.868,98.661,94.52314013840831,95,81,100,1.5749679316345186e-82,2.13e-98,1.2599999999999998e-107,7.42e-79,0,0,0,0,0,0,2,1,2,122,184,3,42,23,5,0,1,42,19,0,0,9,0,7,2,0,0,0,0,0,5,10,0,0,2,0,0,6,1,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Faviidae,LCA_dropped,LCA_dropped,69,95.81509527474219,95.982,93.644,98.667,94.64198861012775,95,82,100,7.059599205858994e-82,6.109999999999999e-99,4.399999999999999e-107,2.6e-78,0,0,0,0,0,0,4,0,5,71,135,2,46,19,15,0,0,27,9,0,0,10,0,8,1,0,0,0,1,0,2,4,0,0,2,0,0,4,1,1,0,0,1,0,0,0,43,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Delphinidae,LCA_dropped,LCA_dropped,772,95.7918849749796,95.833,91.667,100,98.80224053009822,100,59,100,1.0332720685825463e-59,1.9200000000000002e-105,1.21e-120,2.0399999999999997e-54,0,0,0,0,0,0,23,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,325,0,0,0,0,1,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,LCA_dropped,242,98.01893910929384,97.942,94.65,100,97.09470659741407,100,56,100,2.013029063984971e-62,1.4e-113,1.22e-120,2.71e-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,LCA_dropped,LCA_dropped,LCA_dropped,29,98.36893822346777,98.34,96.266,100,97.30413062020227,98,50,98,2.65773481174607e-58,9.55e-116,1.5099999999999997e-119,6.0399999999999985e-55,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa alfredi,244,96.57914168096055,96.947,93.724,98.529,73.968782161235,72,50,100,4.852266218550158e-50,3.29e-77,9.42e-116,2.37e-47,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Afrocucumis,Afrocucumis africana,114,96.27465789473685,96.413,93.722,98.206,99.79824561403508,100,93,100,8.102471608378772e-94,1.35e-100,5.049999999999999e-106,1.8199999999999998e-92,0,0,0,0,0,0,0,24,37,0,0,0,55,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus cyanea,98,96.55349147286822,96.635,93.488,98.558,97.07441860465116,95,87,100,9.258420997775651e-86,1.02e-95,3.12e-102,1.09e-82,0,0,0,0,0,0,2,7,3,7,4,0,10,0,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,11,0,0,0,0,0,0,0,5,3,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Homophyllia,Homophyllia bowerbanki,26,94.63800122699386,94.468,92.958,97.768,95.94723926380368,99,82,100,1.47159829125722e-79,2.6e-97,1.87e-105,1.11e-76,0,0,0,0,0,0,0,1,1,12,26,1,3,2,2,0,0,4,4,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Labidodemas,Labidodemas semperianum,167,90.8408622754491,90.909,89.5,93.137,99.02395209580838,100,95,100,1.6234901894402873e-71,1.18e-75,4.389999999999999e-81,3.8699999999999997e-69,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Dendropoma,Dendropoma corrodens,97,90.03151754385965,90.058,88.889,90.698,94.37719298245614,94,92,100,5.277488687894735e-57,1.9000000000000001e-59,3.01e-63,4.179999999999999e-55,0,0,0,0,0,0,0,0,4,0,3,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeopsis,Metapenaeopsis lamellata,500,92.73944319775596,92.727,90.27,95.305,94.19354838709677,98,76,100,2.0682864768583633e-61,1.4299999999999998e-87,1.52e-93,2.4200000000000003e-59,0,0,0,0,0,0,0,0,0,0,0,0,311,14,0,7,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,Bohadschia koellikeri,449,96.2553407572383,96.33,94.248,98.19,99.2761692650334,100,96,100,3.6702328172493673e-96,1.38e-100,5.13e-106,1.57e-93,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Delphinidae,Stenella,Stenella longirostris,261,97.35057896187183,97.436,94.167,100,98.75557392654943,100,71,100,2.304889381165702e-77,7.14e-111,1.21e-120,7.150000000000001e-73,0,0,0,0,0,0,29,30,0,0,0,0,0,20,0,0,0,0,77,0,0,0,0,0,125,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Thryonomyidae,Thryonomys,Thryonomys swinderianus,24,98.59048514268903,98.739,95.798,100,96.4819064430715,97,50,98,3.9508845522212405e-58,3.3299999999999996e-115,1.5099999999999997e-119,6.0399999999999985e-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Bohadschia,LCA_dropped,629,93.60548532780626,91.818,88.938,98.673,99.2230827969892,100,96,100,2.4957358387869403e-81,5.129999999999999e-87,9.889999999999998e-109,8.69e-78,0,0,0,0,0,0,1,0,31,10,0,0,0,0,9,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Apodida,Synaptidae,Euapta,Euapta godeffroyi,98,94.08329591836734,93.981,92.593,96.209,98.90816326530613,100,94,100,7.5125572293979595e-87,1.15e-88,4.27e-94,2.0700000000000001e-85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,LCA_dropped,176,98.61992279048901,98.78,94.922,100,96.26720502467474,96,64,100,5.0503131449080304e-80,1.5799999999999996e-119,3.05e-122,4.24e-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Beaniidae,Beania,Beania klugei,57,91.23189473684211,91.262,90.187,92.462,96.50877192982456,96,93,100,2.945472157894737e-75,9.940000000000001e-77,5.5000000000000004e-80,5.15e-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,Stichopus horrens,313,94.92302891791044,94.977,91.071,98.565,97.51896766169155,100,90,100,3.9171632167867495e-78,4.45e-94,7.529999999999999e-104,1.2400000000000001e-75,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus olivaceus,262,98.61468779564807,98.77,95.865,100,96.43046357615894,97,88,100,2.9106023444979612e-115,1.7599999999999999e-125,5.399999999999999e-132,1.8799999999999996e-112,0,0,0,0,0,0,0,4,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,LCA_dropped,167,97.893938,98.02,95.319,100,95.9185,97,74,100,4.27831500000555e-94,2.15e-124,5.399999999999999e-132,8.019999999999999e-92,0,0,0,0,0,0,0,0,4,0,2,5,4,0,1,0,0,0,7,0,0,3,0,14,0,0,0,0,0,0,0,0,13,1,0,44,0,0,2,0,0,0,0,2,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,17,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria difficilis,29,96.86027586206896,96.46,96.018,98.578,99.27586206896552,100,93,100,1.5486861234827586e-100,3.23e-102,1.2099999999999998e-107,1.6799999999999999e-99,0,0,0,0,0,0,0,68,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Labroides,Labroides dimidiatus,42,98.52290476190475,98.479,96.958,100,91.11904761904762,97,75,100,1.5946365079365078e-96,9.020000000000001e-123,1.17e-127,4.4e-95,0,0,0,0,0,0,0,0,42,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,110,97.64714452473596,97.701,95.489,100,96.73540856031128,98,76,100,7.11589772098525e-96,9.140000000000001e-123,2.2899999999999997e-130,6.58e-93,0,0,0,0,1,0,0,0,9,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abralia,Abralia trigonura,18,95.4815,95.98,92.857,96.482,95.83333333333333,95,95,100,5.908179999999999e-84,1.64e-86,1.3399999999999997e-87,1.0299999999999999e-82,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Echinodermata,Crinoidea,Comatulida,Mariametridae,Dichrometra,Dichrometra brachypecha,172,94.526330472103,94.41,91.393,97.826,89.24141630901288,98,60,100,9.514039041321888e-61,1.8199999999999998e-99,1.07e-108,1.1499999999999999e-57,0,0,0,0,0,0,4,22,0,0,13,40,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Xanthidae,Paraxanthias,Paraxanthias notatus,53,96.25554716981132,96.30449999999999,94.064,98.529,97.01886792452831,100,93,100,1.357141032996449e-89,4.34e-94,3.7999999999999995e-101,1.4199999999999998e-87,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,51,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,LCA_dropped,LCA_dropped,75,90.41303440366973,89.806,88.538,98.347,93.8440366972477,96,72,100,2.339778399828747e-66,2.4300000000000002e-85,3.42e-115,3.6200000000000005e-64,0,0,0,0,0,0,0,0,1,0,0,62,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
