zotu,taxid,unique_hits,pident_mean,pident_median,pident_min,pident_max,qcov_mean,qcov_median,qcov_min,qcov_max,domain,kingdom,phylum,class,order,family,genus,species,taxid_rank,nec_01,nec_02,pcr_ntc1,pcr_ntc2,pcr_ntc3,pcr_ntc4,rme_01,rme_02,rme_03,rme_04,rme_05,rme_06,rme_07,rme_08,rme_09,rme_10,rme_11,rme_12,rme_13,rme_14,rme_15,rme_16,rme_17,rme_18,rme_19,rme_20,rme_21,rme_22,rme_23,rme_24,rme_25,rme_26,rme_27,rme_28,rme_29,rme_30,rme_31,rme_32,rme_33,rme_34,rme_35,rme_36,rme_37,rme_38,rme_39,rme_40,rme_41,rme_42,rme_43,rme_44,rme_45,rmep_16,rmep_17,rmep_18,rmep_19,rmep_20,rmep_21,rmep_22,rmep_23,rmep_25,rmep_26,rmep_27,rmep_28,rmep_29,rmep_30,rmep_31,rmep_32,rmep_33,rmep_34,rmep_36,rmep_37,rmep_38,rmep_39,rmep_40,rmep_41,rmep_42,rmep_43,rmep_44,rmep_45
Zotu1,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,17,2,51,148,415,46,215,21,66,32,6,91,58,0,0,198,7,98,10,22,16,7,70,0,144,100,28,0,210,7,7,273,75,15,0,12,153,19,0,40,575,0,17,74,128,0,7,0,0,0,0,0,1,0,0,67,0,11,0,0,0,154,0,0,71,0,27,0,0,0,0,9,1
Zotu2,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,12,0,31,112,397,33,165,16,72,34,6,77,45,0,0,152,1,59,14,26,14,6,41,0,129,103,21,0,141,11,5,229,55,9,0,9,133,10,0,36,421,0,15,71,105,0,3,0,0,0,0,0,0,0,0,51,0,10,0,0,0,110,0,0,51,0,21,0,0,0,0,11,0
Zotu3,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,16,4,22,115,348,46,179,23,55,25,4,70,42,0,0,183,3,90,18,29,23,3,40,0,111,83,28,0,156,8,5,209,61,14,0,18,122,26,0,35,411,0,6,45,112,0,8,0,0,0,0,0,0,0,0,52,0,10,0,0,0,107,0,0,56,0,16,0,1,0,0,11,0
Zotu4,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,12,3,32,112,349,35,156,16,58,16,6,66,43,0,0,136,1,53,19,18,9,4,33,0,109,96,17,0,159,5,5,192,59,7,0,11,108,17,0,27,383,0,11,66,83,0,5,0,0,0,0,0,0,0,0,52,0,10,0,0,0,82,0,0,44,0,23,0,0,0,0,15,0
Zotu5,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,10,0,28,123,247,37,153,17,33,14,4,53,38,0,0,86,6,77,19,13,13,6,27,0,77,72,26,0,144,10,4,135,47,8,0,5,94,19,0,22,400,0,7,51,81,0,4,0,0,0,0,0,0,0,0,34,0,13,0,0,0,94,0,0,35,0,23,0,0,0,0,10,0
Zotu6,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,2,27,81,232,24,109,14,28,9,4,55,31,0,0,103,2,66,12,10,10,3,33,0,81,67,22,0,134,4,4,140,46,3,0,3,61,16,0,34,394,0,6,47,77,0,3,0,0,0,0,0,0,0,0,41,0,4,0,0,0,70,0,0,33,0,13,0,0,0,0,3,0
Zotu7,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,8,1,29,98,209,21,133,17,41,17,6,53,44,0,0,99,1,58,11,12,10,7,33,0,70,67,20,0,154,6,5,145,53,6,0,16,71,9,0,25,438,0,7,56,104,0,6,0,0,0,0,0,0,0,0,31,0,10,0,0,0,88,0,0,50,0,7,0,0,0,0,11,0
Zotu8,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,8,5,20,127,278,26,152,20,67,20,6,60,38,0,0,129,0,79,18,11,13,12,56,0,102,101,19,0,179,3,7,183,76,14,0,8,115,13,0,33,533,0,12,54,110,0,6,0,0,0,0,0,0,0,0,49,0,9,0,0,0,115,0,0,61,0,23,0,0,0,0,10,0
Zotu9,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,0,20,93,164,16,116,13,23,14,2,32,37,0,0,71,1,51,14,12,12,6,31,0,54,65,19,0,140,4,2,114,50,7,0,2,98,11,0,21,392,0,4,43,79,0,5,0,0,0,0,0,1,0,0,46,0,8,0,0,0,92,0,0,30,0,18,0,0,0,0,9,0
Zotu10,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,0,22,56,225,19,87,5,36,19,5,52,47,0,0,113,3,49,14,20,19,4,14,0,86,63,15,0,101,7,6,152,44,4,0,9,86,5,0,31,297,0,8,60,59,0,5,0,0,0,0,0,0,0,0,29,0,5,0,0,0,102,0,0,47,0,8,0,0,0,0,11,0
Zotu11,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,10,3,24,67,236,35,132,10,45,20,3,44,47,0,0,104,2,45,4,12,14,4,18,0,90,59,3,0,104,2,0,126,34,3,0,7,78,12,0,24,282,0,8,44,61,0,6,0,0,0,0,0,0,0,0,30,0,7,0,0,0,94,0,0,47,0,23,0,0,0,0,10,0
Zotu12,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,12,3,22,95,246,25,128,13,53,10,9,47,31,0,0,109,0,42,21,14,18,8,34,0,74,68,14,0,129,4,6,157,44,9,0,9,103,9,0,22,349,0,9,40,66,0,0,0,0,0,0,0,0,0,0,27,0,5,0,0,0,81,0,0,49,0,13,0,0,0,0,13,0
Zotu13,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,1,28,86,224,26,158,19,41,25,5,58,45,0,0,106,1,70,11,14,22,8,36,0,84,73,17,0,166,7,8,147,51,11,0,7,119,13,0,27,392,0,7,46,78,0,7,0,0,0,0,0,0,0,0,41,0,6,0,0,0,112,0,0,39,0,24,0,0,0,0,8,0
Zotu14,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,1,21,97,243,20,130,11,33,18,7,54,22,0,0,125,2,60,11,17,6,2,30,0,80,51,15,0,126,4,4,119,50,5,0,8,83,3,0,26,244,0,8,43,64,0,0,0,0,0,0,0,0,0,0,23,0,6,0,0,0,91,0,0,57,0,14,0,0,0,0,4,0
Zotu15,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,8,2,31,90,222,29,146,17,34,11,2,59,40,0,0,98,4,67,10,16,11,4,46,0,80,65,25,0,151,8,2,133,39,8,0,8,92,13,0,27,388,0,10,53,88,0,7,0,0,0,0,0,0,0,0,55,0,8,0,0,0,105,0,0,38,0,20,0,0,0,0,14,0
Zotu16,40674,1000,99.999174,100,99.174,100,98.002,98,98,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,0,0,0,0,2,48,13,0,0,4,41,13,2,20,0,36,0,17,17,11,10,31,14,85,11,147,43,31,6,2,3,102,0,5,13,2,1,5,132,4,18,0,161,21,3,12,16,3,8,31,0,11,0,0,3,112,42,0,0,0,19,11,0,0,0,1,4,5,0,0,0,0,0,0,0,0,632,7
Zotu17,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,15,2,30,95,244,28,121,15,42,8,5,57,29,0,0,99,1,43,7,14,19,4,29,0,86,70,14,0,103,2,5,115,47,4,0,11,100,12,0,24,255,0,11,40,61,0,6,0,0,0,0,0,0,0,0,27,0,3,0,0,0,66,0,0,34,0,15,0,0,0,0,10,0
Zotu18,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,9,1,26,82,238,23,108,11,38,19,4,52,31,0,0,118,0,43,7,17,13,5,27,0,78,54,10,0,110,5,6,134,63,3,0,5,82,10,0,23,278,0,8,33,76,0,1,0,0,0,0,0,0,0,0,38,0,5,0,0,0,88,0,0,39,0,7,0,0,0,0,9,0
Zotu19,40674,1000,99.57760400000001,99.578,98.76,100,98.002,98,98,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,2,0,0,0,2,144,17,1,3,9,41,15,6,40,2,33,4,21,24,16,14,49,23,98,13,185,71,42,4,3,8,105,0,17,9,4,0,4,130,2,21,0,203,26,6,9,25,8,9,26,0,11,1,0,5,136,55,0,0,0,16,16,0,0,0,0,5,5,0,0,0,0,0,0,0,0,729,7
Zotu20,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,10,4,21,73,241,39,126,14,49,21,4,53,48,0,0,119,2,59,16,23,27,7,28,0,123,64,10,0,147,2,1,171,48,5,0,11,106,18,0,24,369,0,2,62,81,0,5,0,0,0,0,0,0,0,0,47,0,6,0,0,0,131,0,0,45,0,14,0,0,0,0,14,0
Zotu21,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,12,0,36,139,253,28,159,12,58,25,8,57,45,0,0,118,0,77,10,16,17,6,55,0,105,104,25,0,181,13,9,156,61,12,0,8,135,28,0,32,526,0,5,63,105,0,7,0,0,0,0,0,0,0,0,67,0,12,0,0,0,125,0,0,47,0,21,0,0,0,0,17,0
Zotu22,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,1,0,0,0,14,3,20,114,279,35,135,12,61,16,6,74,44,0,0,135,5,63,9,20,13,6,45,0,96,84,21,0,157,5,10,155,61,8,0,11,83,10,0,21,301,0,11,51,86,0,5,0,0,0,0,0,0,0,0,23,0,6,0,0,0,99,0,0,54,0,17,0,0,0,0,5,0
Zotu23,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,2,26,85,188,33,144,20,35,17,3,45,48,0,0,87,3,54,11,9,14,8,30,0,93,65,21,0,120,9,5,159,36,3,0,6,85,9,0,26,372,0,9,47,76,0,3,0,0,0,0,0,0,0,0,24,0,13,0,0,0,78,1,0,30,0,14,0,0,0,0,7,0
Zotu24,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,8,4,23,79,139,20,117,14,13,10,2,37,28,0,0,64,0,47,14,4,13,3,26,0,51,56,24,0,105,2,7,95,45,8,0,6,100,8,0,13,326,0,2,33,92,0,4,0,0,0,0,0,0,0,0,32,0,17,0,0,0,64,0,0,31,0,15,0,0,0,0,6,0
Zotu25,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,3,19,100,263,25,116,18,59,21,2,79,37,0,0,124,1,56,23,15,20,4,30,0,100,71,18,0,129,7,7,150,43,13,0,10,101,12,0,28,334,0,7,49,75,0,5,0,0,0,0,0,0,0,0,23,0,4,0,0,0,91,0,0,54,0,18,0,0,0,0,7,0
Zotu26,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,9,2,21,97,176,24,135,23,31,22,3,28,31,0,0,87,1,65,11,7,10,8,43,0,76,90,22,0,164,6,4,127,55,8,0,10,113,16,0,26,457,0,7,45,89,0,4,0,0,0,0,0,0,0,0,42,0,5,0,0,0,107,0,0,25,0,17,0,0,0,0,14,0
Zotu27,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,8,0,22,97,216,22,135,11,31,17,5,51,29,0,0,106,3,40,25,14,11,2,38,0,82,77,23,0,130,4,4,165,60,5,0,9,95,9,0,23,395,0,9,55,86,0,4,0,0,0,0,0,0,0,0,43,0,4,0,0,0,93,0,0,57,0,11,0,1,0,0,14,0
Zotu28,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,6,2,26,94,178,21,128,6,38,5,4,47,39,0,0,88,1,51,15,19,16,8,39,0,59,56,13,0,130,3,5,93,41,5,0,6,101,21,0,19,269,0,6,41,85,0,2,0,0,0,0,0,0,0,0,38,0,8,0,0,0,94,0,0,34,0,16,0,0,0,0,7,0
Zotu29,46736,77,98.92314285714286,99.107,97.768,99.531,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,1,23,73,169,29,114,13,31,15,4,57,30,0,0,71,2,55,6,18,18,6,27,0,95,59,7,0,128,1,3,126,26,2,0,14,85,5,0,22,342,0,3,53,80,0,6,0,0,0,0,0,0,0,0,34,0,8,0,0,0,99,0,0,33,0,7,0,0,0,0,11,0
Zotu30,46736,77,98.92314285714286,99.107,97.768,99.531,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,1,1,24,50,142,22,94,8,18,13,3,34,39,0,0,52,1,35,5,9,10,8,22,0,54,48,10,0,89,2,1,111,38,5,0,8,76,9,0,12,267,0,9,43,65,0,10,0,0,0,0,0,0,0,0,33,0,1,0,0,0,75,0,0,33,0,6,0,0,0,0,15,0
Zotu31,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,3,24,70,187,25,97,10,28,11,3,51,27,0,0,83,2,40,7,13,14,7,28,0,56,48,14,0,117,0,4,121,46,4,0,6,51,9,0,19,198,0,5,33,50,0,2,0,0,0,0,0,0,0,0,20,0,3,0,0,0,80,0,0,37,0,10,0,0,0,0,4,0
Zotu32,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,2,19,65,145,33,93,8,23,12,2,33,36,0,0,61,2,39,12,12,9,3,20,0,53,61,11,0,93,0,3,109,35,9,0,4,77,10,0,19,284,0,6,20,73,0,1,0,0,0,0,0,0,0,0,20,0,4,0,0,0,73,0,0,23,0,6,0,0,0,0,13,0
Zotu33,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,4,2,13,55,205,15,98,5,35,22,3,44,43,0,0,77,2,38,15,12,11,3,16,0,68,37,13,0,93,5,0,111,34,8,0,6,53,8,0,26,215,0,6,29,68,0,2,0,0,0,0,0,0,0,0,16,0,4,0,0,0,52,0,0,22,0,9,0,0,0,0,6,0
Zotu34,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,10,0,30,94,241,25,127,13,38,13,5,37,43,0,0,132,1,48,13,15,6,5,29,0,62,57,12,0,88,2,6,147,62,7,0,7,71,8,0,23,215,0,9,36,60,0,2,0,0,0,0,0,0,0,0,32,0,6,0,0,0,83,0,0,39,0,15,0,0,0,0,4,0
Zotu35,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,0,27,97,145,22,98,14,18,17,4,27,39,0,0,66,0,41,7,10,13,3,30,0,67,59,17,0,124,5,4,108,50,6,0,8,79,14,0,13,387,0,3,27,98,0,3,0,0,0,0,0,0,0,0,38,0,9,0,0,0,64,0,0,28,0,12,0,0,0,0,9,0
Zotu36,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,2,1,23,90,189,26,136,14,29,17,4,36,33,0,0,93,3,44,23,11,11,3,32,0,52,67,18,0,125,1,2,93,59,6,1,11,84,12,0,21,276,0,2,34,61,0,3,1,0,0,0,0,0,0,0,31,0,9,0,0,0,83,0,0,43,0,10,0,0,0,0,10,0
Zotu37,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,0,14,54,120,21,86,6,32,6,3,29,34,0,0,57,0,37,10,21,13,1,23,0,81,44,7,0,83,3,4,104,24,3,0,3,61,5,0,21,244,0,0,39,61,0,2,0,0,0,0,0,0,0,0,33,0,6,0,0,0,83,0,0,24,0,9,0,0,0,0,10,0
Zotu38,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,10,4,21,64,203,24,120,9,36,6,1,49,43,0,0,88,4,49,9,14,11,2,20,0,74,72,7,0,98,5,3,126,38,7,0,5,73,4,0,17,238,0,3,33,63,0,5,0,0,0,0,0,0,0,0,31,0,8,0,0,0,68,0,0,30,0,19,0,0,0,0,5,0
Zotu39,46736,80,97.55052500000001,97.768,96.354,98.122,94.225,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,8,1,20,95,195,23,106,15,30,10,1,53,33,0,0,67,1,49,12,7,24,4,31,0,78,64,11,0,121,6,5,101,29,2,0,12,83,7,0,10,304,0,4,33,58,0,6,0,0,0,0,0,0,0,0,27,0,2,0,0,0,91,0,0,44,0,9,0,0,0,0,9,0
Zotu40,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,2,19,47,186,19,78,10,35,5,8,38,32,0,0,77,1,37,12,22,10,4,17,0,58,47,9,0,77,6,3,114,27,6,0,7,61,17,0,16,227,0,5,23,43,0,3,0,0,0,0,0,0,0,0,20,0,10,0,0,0,73,0,0,31,0,8,0,0,0,0,8,0
Zotu41,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,5,2,14,84,210,23,83,7,18,4,4,42,25,0,0,79,0,32,5,12,8,2,23,0,63,41,13,0,93,1,6,122,45,6,0,10,65,9,0,17,201,0,1,49,42,0,4,0,0,0,0,0,0,0,0,17,0,9,0,0,0,49,0,0,34,0,6,0,0,0,0,8,0
Zotu42,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,17,8,17,56,191,27,90,14,40,18,4,48,55,0,0,75,3,46,10,9,12,3,31,0,89,31,9,0,112,3,4,132,39,6,0,11,66,12,0,20,237,0,4,29,54,0,1,0,0,0,0,0,0,0,0,19,0,4,0,0,0,103,0,0,36,0,12,0,0,0,0,9,0
Zotu43,46736,77,96.6631948051948,96.596,95.319,98.592,98.41558441558442,100,82,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,8,1,21,87,218,24,106,16,36,9,8,50,30,0,0,114,3,32,9,8,11,7,28,0,75,54,21,0,108,5,6,119,49,7,0,5,60,6,0,19,254,0,6,31,53,0,5,0,0,0,0,0,0,0,0,28,0,7,0,0,0,63,0,0,49,0,19,0,0,0,0,8,0
Zotu44,40674,1000,99.57642399999999,99.576,99.576,100,98,98,98,98,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,2,0,0,1,0,76,20,0,1,3,28,7,1,23,1,34,0,16,12,4,9,39,11,77,9,146,32,13,2,8,3,77,0,9,7,2,1,2,106,4,19,0,163,14,7,8,22,11,8,12,0,12,0,0,4,113,31,0,0,0,9,9,0,0,0,3,3,3,0,0,0,0,0,0,0,0,545,7
Zotu45,46736,77,96.6631948051948,96.596,95.319,98.592,98.41558441558442,100,82,100,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,7,4,29,89,216,29,97,11,32,21,5,64,21,0,0,99,0,48,6,22,4,4,30,0,67,55,13,0,93,5,6,138,41,4,0,13,85,8,0,23,250,0,7,29,52,0,4,0,0,0,0,0,0,0,0,33,0,7,0,0,0,69,1,0,27,0,19,0,0,0,0,12,0
Zotu46,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,4,1,21,82,177,19,116,12,29,12,2,42,34,0,0,77,1,45,13,16,15,8,29,0,66,58,16,0,143,4,2,110,36,8,0,6,89,13,0,16,311,0,7,37,70,0,5,0,0,0,0,0,0,0,1,29,0,3,0,0,0,89,0,0,42,0,17,0,0,0,0,8,0
Zotu47,46736,77,97.5704935064935,97.768,96.354,98.122,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,10,2,27,78,204,27,105,15,46,16,4,55,42,0,0,98,0,49,11,21,20,6,26,0,98,45,7,0,94,4,3,186,56,14,0,8,73,10,0,24,284,0,10,57,68,0,4,0,0,0,0,0,0,0,0,32,0,6,0,0,0,114,0,0,43,0,10,0,0,0,0,14,0
Zotu48,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,1,25,63,125,20,109,7,27,11,8,39,37,0,0,54,0,41,8,13,10,4,27,0,48,45,11,0,107,1,7,96,32,9,0,4,88,7,0,24,250,0,4,26,69,0,3,0,0,0,0,0,0,0,0,19,0,3,0,0,0,69,0,0,27,0,8,0,0,0,0,5,0
Zotu49,40674,1000,99.155613,99.156,98.347,99.578,98.002,98,98,100,Eukaryota,Metazoa,Chordata,Mammalia,LCA_dropped,LCA_dropped,LCA_dropped,LCA_dropped,class,0,1,0,0,0,3,69,23,0,0,3,29,13,4,28,1,29,3,17,17,7,4,29,10,90,8,147,42,45,1,6,3,115,0,4,10,3,6,6,100,2,12,0,133,13,5,8,18,10,9,18,0,8,0,0,1,92,40,0,0,0,17,8,0,0,0,0,6,1,0,0,0,0,0,0,0,0,615,5
Zotu50,46736,77,98.02116883116884,98.214,96.875,98.592,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,2,1,17,58,182,17,93,14,36,15,0,37,19,0,0,82,1,39,12,13,13,3,22,0,53,59,14,0,94,6,4,111,38,6,0,6,71,9,0,14,250,0,4,40,59,0,3,0,0,0,0,0,0,0,0,28,0,4,0,0,0,53,0,0,35,0,15,0,0,0,0,4,0
Zotu51,46736,77,98.47241558441559,98.661,97.321,99.061,94.1948051948052,95,82,95,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Merulinidae,LCA_dropped,LCA_dropped,family,0,0,0,0,0,0,3,1,23,81,200,26,133,7,30,14,2,34,24,0,0,68,2,46,11,15,9,3,30,0,74,59,17,0,108,3,6,95,37,9,0,12,79,9,0,24,325,0,4,38,75,0,11,0,0,0,0,0,0,0,0,27,0,5,0,0,0,94,0,0,39,0,16,0,0,0,0,5,0
